lead_id,email,phone,signup_ts,source_platform,campaign_id,ad_id,opted_into,intent_category,geo_state,device,days_since_signup,total_opens,has_opened,days_since_last_open
L00193,user193@example.com,+15550000193,2026-03-22,meta,camp_meta_6,ad_5951,debt_relief_guide,finance,IL,tablet,99,0,0,99
L00194,user194@example.com,+15550000194,2026-04-03,meta,camp_meta_3,ad_4246,mortgage_refi_quiz,finance,CA,mobile,87,4,1,87
L00195,user195@example.com,+15550000195,2025-10-10,meta,camp_meta_3,ad_2177,life_insurance_quote,insurance,TX,desktop,262,2,1,93
L00196,user196@example.com,+15550000196,2025-08-05,meta,camp_meta_4,ad_9007,500_giftcard_sweeps,sweepstakes,IL,tablet,328,6,1,110
L00197,user197@example.com,+15550000197,2025-09-25,meta,camp_meta_1,ad_6225,supplement_trial,health,OH,desktop,277,0,0,277
L00198,user198@example.com,+15550000198,2026-02-01,tiktok,camp_tiktok_2,ad_2770,keto_meal_plan,health,PA,mobile,148,2,1,122
L00199,user199@example.com,+15550000199,2025-07-01,taboola,camp_taboola_3,ad_8398,hvac_tuneup_offer,home_services,NC,desktop,363,2,1,179
L00200,user200@example.com,+15550000200,2026-02-24,tiktok,camp_tiktok_2,ad_7719,roofing_estimate,home_services,TX,desktop,125,1,1,57
L00201,user201@example.com,+15550000201,2026-02-02,tiktok,camp_tiktok_2,ad_3030,hvac_tuneup_offer,home_services,IL,tablet,147,1,1,124
L00202,user202@example.com,+15550000202,2025-07-31,google_search,camp_google_search_3,ad_4079,health_ins_compare,insurance,AZ,desktop,333,2,1,198
L00203,user203@example.com,+15550000203,2026-01-24,meta,camp_meta_7,ad_8568,auto_insurance_quiz,insurance,FL,tablet,156,3,1,127
L00204,user204@example.com,+15550000204,2025-12-03,taboola,camp_taboola_2,ad_2871,debt_relief_guide,finance,IL,desktop,208,0,0,208
L00205,user205@example.com,+15550000205,2026-05-09,google_search,camp_google_search_2,ad_2759,weekly_cash_draw,sweepstakes,GA,desktop,51,2,1,51
L00206,user206@example.com,+15550000206,2025-12-19,taboola,camp_taboola_2,ad_9309,keto_meal_plan,health,TX,mobile,192,3,1,125
L00207,user207@example.com,+15550000207,2025-07-11,tiktok,camp_tiktok_2,ad_2668,hvac_tuneup_offer,home_services,OH,desktop,353,1,1,99
L00208,user208@example.com,+15550000208,2026-04-13,tiktok,camp_tiktok_1,ad_3292,auto_insurance_quiz,insurance,FL,mobile,77,2,1,77
L00209,user209@example.com,+15550000209,2025-07-25,meta,camp_meta_1,ad_2457,personal_loan_calc,finance,PA,desktop,339,2,1,110
L00210,user210@example.com,+15550000210,2026-02-06,meta,camp_meta_7,ad_8805,supplement_trial,health,GA,mobile,143,3,1,143
L00211,user211@example.com,+15550000211,2025-11-22,tiktok,camp_tiktok_8,ad_7702,debt_relief_guide,finance,TX,tablet,219,5,1,69
L00212,user212@example.com,+15550000212,2026-01-26,meta,camp_meta_6,ad_5546,personal_loan_calc,finance,GA,desktop,154,1,1,52
L00213,user213@example.com,+15550000213,2025-07-14,tiktok,camp_tiktok_3,ad_5707,roofing_estimate,home_services,PA,mobile,350,2,1,196
L00214,user214@example.com,+15550000214,2026-06-27,taboola,camp_taboola_1,ad_9878,health_ins_compare,insurance,FL,mobile,2,4,1,2
L00215,user215@example.com,+15550000215,2026-05-25,taboola,camp_taboola_2,ad_7930,keto_meal_plan,health,FL,desktop,35,4,1,35
L00216,user216@example.com,+15550000216,2025-07-23,tiktok,camp_tiktok_7,ad_5098,life_insurance_quote,insurance,FL,tablet,341,0,0,341
L00217,user217@example.com,+15550000217,2025-12-06,meta,camp_meta_4,ad_4134,500_giftcard_sweeps,sweepstakes,IL,tablet,205,0,0,205
L00218,user218@example.com,+15550000218,2026-01-29,meta,camp_meta_8,ad_4238,500_giftcard_sweeps,sweepstakes,PA,desktop,151,0,0,151
L00219,user219@example.com,+15550000219,2025-08-17,tiktok,camp_tiktok_7,ad_8190,life_insurance_quote,insurance,FL,tablet,316,2,1,128
L00220,user220@example.com,+15550000220,2026-06-20,taboola,camp_taboola_4,ad_1550,life_insurance_quote,insurance,NC,mobile,9,4,1,9
L00221,user221@example.com,+15550000221,2025-08-09,tiktok,camp_tiktok_8,ad_2526,auto_insurance_quiz,insurance,AZ,tablet,324,2,1,112
L00222,user222@example.com,+15550000222,2026-02-28,google_search,camp_google_search_1,ad_4423,hvac_tuneup_offer,home_services,TX,mobile,121,1,1,52
L00223,user223@example.com,+15550000223,2026-06-02,google_search,camp_google_search_5,ad_9448,solar_savings_quote,home_services,PA,desktop,27,5,1,27
L00224,user224@example.com,+15550000224,2026-02-23,meta,camp_meta_3,ad_4796,supplement_trial,health,CA,tablet,126,1,1,124
L00225,user225@example.com,+15550000225,2025-08-26,meta,camp_meta_7,ad_2858,health_ins_compare,insurance,NY,tablet,307,2,1,181
L00226,user226@example.com,+15550000226,2025-10-21,taboola,camp_taboola_5,ad_3560,life_insurance_quote,insurance,NC,desktop,251,2,1,102
L00227,user227@example.com,+15550000227,2025-11-14,google_search,camp_google_search_4,ad_1463,500_giftcard_sweeps,sweepstakes,OH,desktop,227,3,1,146
L00228,user228@example.com,+15550000228,2026-04-09,meta,camp_meta_7,ad_9647,personal_loan_calc,finance,OH,desktop,81,3,1,24
L00229,user229@example.com,+15550000229,2025-11-15,taboola,camp_taboola_1,ad_4688,weight_loss_guide,health,GA,tablet,226,3,1,70
L00230,user230@example.com,+15550000230,2025-07-28,meta,camp_meta_2,ad_2296,keto_meal_plan,health,TX,desktop,336,3,1,135
L00231,user231@example.com,+15550000231,2026-01-23,tiktok,camp_tiktok_5,ad_9778,debt_relief_guide,finance,CA,mobile,157,1,1,64
L00232,user232@example.com,+15550000232,2026-04-29,tiktok,camp_tiktok_7,ad_2377,hvac_tuneup_offer,home_services,FL,mobile,61,2,1,49
L00233,user233@example.com,+15550000233,2025-12-29,tiktok,camp_tiktok_3,ad_7139,hvac_tuneup_offer,home_services,FL,desktop,182,3,1,86
L00234,user234@example.com,+15550000234,2025-07-02,taboola,camp_taboola_5,ad_7012,supplement_trial,health,IL,mobile,362,4,1,135
L00235,user235@example.com,+15550000235,2026-01-20,taboola,camp_taboola_5,ad_1725,health_ins_compare,insurance,GA,mobile,160,4,1,116
L00236,user236@example.com,+15550000236,2025-11-09,meta,camp_meta_2,ad_4870,keto_meal_plan,health,CA,desktop,232,2,1,121
L00237,user237@example.com,+15550000237,2026-01-18,meta,camp_meta_3,ad_2007,hvac_tuneup_offer,home_services,CA,mobile,162,2,1,157
L00238,user238@example.com,+15550000238,2026-03-21,google_search,camp_google_search_8,ad_6234,weekly_cash_draw,sweepstakes,IL,mobile,100,0,0,100
L00239,user239@example.com,+15550000239,2025-12-22,google_search,camp_google_search_4,ad_8223,personal_loan_calc,finance,NC,tablet,189,2,1,119
L00240,user240@example.com,+15550000240,2025-11-25,google_search,camp_google_search_8,ad_2824,mortgage_refi_quiz,finance,IL,desktop,216,1,1,162
L00241,user241@example.com,+15550000241,2025-07-14,tiktok,camp_tiktok_7,ad_4236,personal_loan_calc,finance,PA,mobile,350,2,1,201
L00242,user242@example.com,+15550000242,2026-01-05,meta,camp_meta_6,ad_3928,500_giftcard_sweeps,sweepstakes,OH,desktop,175,0,0,175
L00243,user243@example.com,+15550000243,2025-11-19,tiktok,camp_tiktok_4,ad_6586,500_giftcard_sweeps,sweepstakes,NC,tablet,222,2,1,158
L00244,user244@example.com,+15550000244,2026-06-14,meta,camp_meta_7,ad_6106,auto_insurance_quiz,insurance,AZ,desktop,15,2,1,15
L00245,user245@example.com,+15550000245,2025-07-25,google_search,camp_google_search_7,ad_7436,life_insurance_quote,insurance,AZ,mobile,339,2,1,188
L00246,user246@example.com,+15550000246,2025-07-10,tiktok,camp_tiktok_1,ad_8647,solar_savings_quote,home_services,TX,desktop,354,0,0,354
L00247,user247@example.com,+15550000247,2025-11-09,meta,camp_meta_6,ad_1675,roofing_estimate,home_services,PA,tablet,232,1,1,126
L00248,user248@example.com,+15550000248,2025-10-09,meta,camp_meta_8,ad_2573,personal_loan_calc,finance,NY,mobile,263,3,1,126
L00249,user249@example.com,+15550000249,2025-12-21,taboola,camp_taboola_2,ad_8664,win_iphone_giveaway,sweepstakes,PA,mobile,190,2,1,135
L00250,user250@example.com,+15550000250,2026-05-15,taboola,camp_taboola_4,ad_1795,keto_meal_plan,health,NC,tablet,45,2,1,41
L00251,user251@example.com,+15550000251,2026-01-29,google_search,camp_google_search_1,ad_8610,roofing_estimate,home_services,PA,desktop,151,2,1,94
L00252,user252@example.com,+15550000252,2025-09-10,meta,camp_meta_3,ad_8964,health_ins_compare,insurance,NC,desktop,292,1,1,187
L00253,user253@example.com,+15550000253,2026-04-22,google_search,camp_google_search_6,ad_5880,auto_insurance_quiz,insurance,FL,desktop,68,0,0,68
L00254,user254@example.com,+15550000254,2026-01-20,meta,camp_meta_5,ad_3754,mortgage_refi_quiz,finance,NY,mobile,160,2,1,122
L00255,user255@example.com,+15550000255,2026-05-21,google_search,camp_google_search_4,ad_7882,weekly_cash_draw,sweepstakes,IL,mobile,39,1,1,39
L00256,user256@example.com,+15550000256,2025-12-18,tiktok,camp_tiktok_6,ad_5635,health_ins_compare,insurance,PA,desktop,193,0,0,193
L00257,user257@example.com,+15550000257,2026-05-25,google_search,camp_google_search_8,ad_6411,roofing_estimate,home_services,FL,tablet,35,1,1,35
L00258,user258@example.com,+15550000258,2025-12-28,tiktok,camp_tiktok_3,ad_5003,solar_savings_quote,home_services,AZ,desktop,183,2,1,120
L00259,user259@example.com,+15550000259,2026-05-27,meta,camp_meta_8,ad_1700,weight_loss_guide,health,OH,mobile,33,0,0,33
L00260,user260@example.com,+15550000260,2026-03-03,meta,camp_meta_1,ad_7533,roofing_estimate,home_services,AZ,tablet,118,2,1,53
L00261,user261@example.com,+15550000261,2025-12-28,google_search,camp_google_search_5,ad_7533,health_ins_compare,insurance,IL,mobile,183,4,1,150
L00262,user262@example.com,+15550000262,2026-03-19,taboola,camp_taboola_3,ad_2797,weight_loss_guide,health,TX,desktop,102,3,1,102
L00263,user263@example.com,+15550000263,2026-04-17,tiktok,camp_tiktok_3,ad_5558,life_insurance_quote,insurance,NY,desktop,73,1,1,62
L00264,user264@example.com,+15550000264,2025-10-11,meta,camp_meta_8,ad_4862,auto_insurance_quiz,insurance,NY,tablet,261,3,1,70
L00265,user265@example.com,+15550000265,2025-12-31,google_search,camp_google_search_7,ad_9157,debt_relief_guide,finance,AZ,mobile,180,2,1,80
L00266,user266@example.com,+15550000266,2025-10-13,tiktok,camp_tiktok_5,ad_8427,500_giftcard_sweeps,sweepstakes,GA,tablet,259,2,1,77
L00267,user267@example.com,+15550000267,2025-11-18,google_search,camp_google_search_1,ad_7834,debt_relief_guide,finance,FL,desktop,223,2,1,168
L00268,user268@example.com,+15550000268,2026-06-18,meta,camp_meta_4,ad_9820,health_ins_compare,insurance,NY,desktop,11,1,1,11
L00269,user269@example.com,+15550000269,2026-05-28,google_search,camp_google_search_5,ad_9398,auto_insurance_quiz,insurance,NY,mobile,32,4,1,32
L00270,user270@example.com,+15550000270,2025-09-23,tiktok,camp_tiktok_8,ad_5434,500_giftcard_sweeps,sweepstakes,TX,tablet,279,4,1,77
L00271,user271@example.com,+15550000271,2025-09-21,google_search,camp_google_search_7,ad_7652,roofing_estimate,home_services,PA,tablet,281,1,1,150
L00272,user272@example.com,+15550000272,2025-08-21,google_search,camp_google_search_1,ad_6932,win_iphone_giveaway,sweepstakes,OH,desktop,312,1,1,180
L00273,user273@example.com,+15550000273,2026-02-06,meta,camp_meta_3,ad_7662,health_ins_compare,insurance,GA,mobile,143,3,1,125
L00274,user274@example.com,+15550000274,2026-03-28,meta,camp_meta_5,ad_5960,keto_meal_plan,health,OH,desktop,93,1,1,93
L00275,user275@example.com,+15550000275,2026-03-28,taboola,camp_taboola_5,ad_6024,hvac_tuneup_offer,home_services,CA,mobile,93,3,1,93
L00276,user276@example.com,+15550000276,2025-11-28,meta,camp_meta_5,ad_4449,solar_savings_quote,home_services,PA,mobile,213,1,1,95
L00277,user277@example.com,+15550000277,2025-11-23,tiktok,camp_tiktok_5,ad_5609,debt_relief_guide,finance,FL,mobile,218,0,0,218
L00278,user278@example.com,+15550000278,2026-02-04,google_search,camp_google_search_1,ad_6288,debt_relief_guide,finance,NY,tablet,145,2,1,145
L00279,user279@example.com,+15550000279,2025-10-12,google_search,camp_google_search_8,ad_2026,keto_meal_plan,health,GA,tablet,260,5,1,77
L00280,user280@example.com,+15550000280,2026-03-02,meta,camp_meta_5,ad_9084,weekly_cash_draw,sweepstakes,IL,mobile,119,2,1,71
L00281,user281@example.com,+15550000281,2025-11-26,google_search,camp_google_search_7,ad_9547,supplement_trial,health,IL,tablet,215,3,1,57
L00282,user282@example.com,+15550000282,2025-08-23,google_search,camp_google_search_7,ad_1545,supplement_trial,health,OH,desktop,310,2,1,115
L00283,user283@example.com,+15550000283,2026-04-22,meta,camp_meta_2,ad_4108,weight_loss_guide,health,NC,desktop,68,2,1,40
L00284,user284@example.com,+15550000284,2026-03-16,meta,camp_meta_6,ad_4861,hvac_tuneup_offer,home_services,AZ,tablet,105,4,1,96
L00285,user285@example.com,+15550000285,2026-06-23,meta,camp_meta_6,ad_7762,supplement_trial,health,TX,desktop,6,1,1,6
L00286,user286@example.com,+15550000286,2025-11-23,taboola,camp_taboola_1,ad_6005,personal_loan_calc,finance,PA,mobile,218,4,1,129
L00287,user287@example.com,+15550000287,2026-01-02,tiktok,camp_tiktok_6,ad_7333,personal_loan_calc,finance,NY,mobile,178,1,1,94
L00288,user288@example.com,+15550000288,2025-10-13,taboola,camp_taboola_2,ad_9747,500_giftcard_sweeps,sweepstakes,CA,tablet,259,1,1,155
L00289,user289@example.com,+15550000289,2025-11-20,meta,camp_meta_3,ad_1655,keto_meal_plan,health,PA,desktop,221,0,0,221
L00290,user290@example.com,+15550000290,2026-06-28,tiktok,camp_tiktok_3,ad_8077,personal_loan_calc,finance,GA,desktop,1,4,1,1
L00291,user291@example.com,+15550000291,2025-11-23,taboola,camp_taboola_4,ad_1027,weight_loss_guide,health,CA,tablet,218,1,1,101
L00292,user292@example.com,+15550000292,2026-03-17,google_search,camp_google_search_1,ad_1239,auto_insurance_quiz,insurance,OH,tablet,104,3,1,104
L00293,user293@example.com,+15550000293,2026-03-26,taboola,camp_taboola_5,ad_4784,mortgage_refi_quiz,finance,OH,tablet,95,1,1,38
L00294,user294@example.com,+15550000294,2026-02-12,tiktok,camp_tiktok_6,ad_2894,weight_loss_guide,health,IL,tablet,137,1,1,45
L00295,user295@example.com,+15550000295,2025-12-04,google_search,camp_google_search_6,ad_9534,life_insurance_quote,insurance,FL,mobile,207,1,1,113
L00296,user296@example.com,+15550000296,2026-06-05,taboola,camp_taboola_1,ad_8993,500_giftcard_sweeps,sweepstakes,TX,desktop,24,1,1,24
L00297,user297@example.com,+15550000297,2026-04-05,meta,camp_meta_8,ad_4608,hvac_tuneup_offer,home_services,CA,desktop,85,3,1,85
L00298,user298@example.com,+15550000298,2026-06-11,meta,camp_meta_4,ad_1551,hvac_tuneup_offer,home_services,NY,desktop,18,3,1,18
L00299,user299@example.com,+15550000299,2026-01-12,meta,camp_meta_3,ad_1366,weight_loss_guide,health,CA,tablet,168,1,1,145
L00300,user300@example.com,+15550000300,2025-11-22,google_search,camp_google_search_1,ad_2021,solar_savings_quote,home_services,TX,mobile,219,3,1,122
L00301,user301@example.com,+15550000301,2025-07-04,google_search,camp_google_search_5,ad_4088,500_giftcard_sweeps,sweepstakes,PA,tablet,360,1,1,191
L00302,user302@example.com,+15550000302,2026-06-26,tiktok,camp_tiktok_1,ad_4518,life_insurance_quote,insurance,GA,desktop,3,2,1,3
L00303,user303@example.com,+15550000303,2025-09-13,tiktok,camp_tiktok_3,ad_8852,weight_loss_guide,health,NY,desktop,289,3,1,161
L00304,user304@example.com,+15550000304,2025-10-24,taboola,camp_taboola_1,ad_4507,roofing_estimate,home_services,FL,tablet,248,2,1,103
L00305,user305@example.com,+15550000305,2026-06-05,taboola,camp_taboola_1,ad_2781,weight_loss_guide,health,PA,tablet,24,0,0,24
L00306,user306@example.com,+15550000306,2025-07-26,taboola,camp_taboola_6,ad_1500,solar_savings_quote,home_services,NC,tablet,338,0,0,338
L00307,user307@example.com,+15550000307,2025-09-26,tiktok,camp_tiktok_8,ad_1532,500_giftcard_sweeps,sweepstakes,GA,mobile,276,3,1,91
L00308,user308@example.com,+15550000308,2026-01-21,tiktok,camp_tiktok_5,ad_4040,win_iphone_giveaway,sweepstakes,OH,tablet,159,2,1,121
L00309,user309@example.com,+15550000309,2026-06-12,meta,camp_meta_7,ad_8185,weight_loss_guide,health,NC,tablet,17,4,1,17
L00310,user310@example.com,+15550000310,2025-11-20,google_search,camp_google_search_6,ad_3978,weight_loss_guide,health,TX,desktop,221,2,1,121
L00311,user311@example.com,+15550000311,2026-04-10,tiktok,camp_tiktok_4,ad_8534,weight_loss_guide,health,IL,mobile,80,3,1,80
L00312,user312@example.com,+15550000312,2025-12-22,meta,camp_meta_7,ad_2286,win_iphone_giveaway,sweepstakes,NY,mobile,189,0,0,189
L00313,user313@example.com,+15550000313,2026-02-10,taboola,camp_taboola_2,ad_4044,debt_relief_guide,finance,TX,tablet,139,1,1,94
L00314,user314@example.com,+15550000314,2025-09-10,tiktok,camp_tiktok_7,ad_9310,roofing_estimate,home_services,NC,tablet,292,0,0,292
L00315,user315@example.com,+15550000315,2026-02-03,google_search,camp_google_search_7,ad_7106,solar_savings_quote,home_services,OH,mobile,146,4,1,125
L00316,user316@example.com,+15550000316,2025-10-23,taboola,camp_taboola_8,ad_6930,debt_relief_guide,finance,AZ,mobile,249,2,1,133
L00317,user317@example.com,+15550000317,2025-11-07,meta,camp_meta_1,ad_7318,supplement_trial,health,FL,mobile,234,1,1,88
L00318,user318@example.com,+15550000318,2026-05-07,meta,camp_meta_2,ad_4585,roofing_estimate,home_services,GA,tablet,53,1,1,53
L00319,user319@example.com,+15550000319,2025-11-13,taboola,camp_taboola_7,ad_3294,health_ins_compare,insurance,NC,desktop,228,2,1,170
L00320,user320@example.com,+15550000320,2025-11-08,tiktok,camp_tiktok_1,ad_9621,win_iphone_giveaway,sweepstakes,AZ,desktop,233,0,0,233
L00321,user321@example.com,+15550000321,2026-03-01,meta,camp_meta_5,ad_4057,personal_loan_calc,finance,IL,mobile,120,2,1,31
L00322,user322@example.com,+15550000322,2026-06-12,meta,camp_meta_8,ad_3645,debt_relief_guide,finance,GA,desktop,17,1,1,17
L00323,user323@example.com,+15550000323,2025-09-26,tiktok,camp_tiktok_2,ad_3361,life_insurance_quote,insurance,FL,desktop,276,2,1,183
L00324,user324@example.com,+15550000324,2025-11-17,tiktok,camp_tiktok_4,ad_1371,solar_savings_quote,home_services,PA,mobile,224,3,1,137
L00325,user325@example.com,+15550000325,2026-02-12,taboola,camp_taboola_3,ad_7269,keto_meal_plan,health,IL,tablet,137,4,1,35
L00326,user326@example.com,+15550000326,2026-02-10,taboola,camp_taboola_6,ad_2751,solar_savings_quote,home_services,NY,mobile,139,1,1,37
L00327,user327@example.com,+15550000327,2026-04-16,meta,camp_meta_7,ad_6872,win_iphone_giveaway,sweepstakes,IL,mobile,74,3,1,37
L00328,user328@example.com,+15550000328,2025-12-30,taboola,camp_taboola_5,ad_5110,solar_savings_quote,home_services,PA,tablet,181,4,1,55
L00329,user329@example.com,+15550000329,2026-01-12,google_search,camp_google_search_3,ad_8978,weight_loss_guide,health,AZ,tablet,168,2,1,115
L00330,user330@example.com,+15550000330,2026-05-29,tiktok,camp_tiktok_4,ad_8747,keto_meal_plan,health,GA,tablet,31,1,1,31
L00331,user331@example.com,+15550000331,2025-08-02,taboola,camp_taboola_2,ad_4802,hvac_tuneup_offer,home_services,PA,desktop,331,2,1,197
L00332,user332@example.com,+15550000332,2025-10-28,meta,camp_meta_2,ad_6298,life_insurance_quote,insurance,OH,tablet,244,0,0,244
L00333,user333@example.com,+15550000333,2025-11-11,meta,camp_meta_7,ad_4399,roofing_estimate,home_services,CA,tablet,230,2,1,86
L00334,user334@example.com,+15550000334,2025-09-25,tiktok,camp_tiktok_6,ad_2528,weekly_cash_draw,sweepstakes,IL,mobile,277,4,1,69
L00335,user335@example.com,+15550000335,2026-01-27,tiktok,camp_tiktok_5,ad_5835,solar_savings_quote,home_services,CA,tablet,153,3,1,87
L00336,user336@example.com,+15550000336,2025-08-27,meta,camp_meta_4,ad_6066,auto_insurance_quiz,insurance,IL,desktop,306,1,1,97
L00337,user337@example.com,+15550000337,2026-06-04,tiktok,camp_tiktok_4,ad_5480,roofing_estimate,home_services,OH,mobile,25,2,1,25
L00338,user338@example.com,+15550000338,2025-12-29,meta,camp_meta_5,ad_6985,weight_loss_guide,health,FL,tablet,182,5,1,55
L00339,user339@example.com,+15550000339,2026-04-03,tiktok,camp_tiktok_8,ad_4497,win_iphone_giveaway,sweepstakes,NY,mobile,87,1,1,40
L00340,user340@example.com,+15550000340,2025-07-04,taboola,camp_taboola_4,ad_9422,solar_savings_quote,home_services,IL,tablet,360,2,1,203
